,FID,id,Residential_300m,Commercial_300m,Av_traffic_300m,Roads_300m
4037,45016,50944,0,0,0,0
4038,30748,50946,0,0,0,516.3192857
4039,34275,50952,0,0,16.15677871,639.5987138
4040,42477,50954,0,0,539.6872841,762.8167954
4041,27872,50958,282618.3637,0,217.8385875,3363.951603
4042,51610,50964,166653.3024,0,324.7263156,4878.428498
4043,35927,50966,0,0,69.20176971,873.9787476
4044,46759,50969,17795.55195,0,344.1913048,2477.270838
4045,47700,50972,221981.3342,0,366.0340516,4258.331985
4046,37556,50974,0,0,0,621.5172928
4047,30094,50976,190810.4772,0,5281.369787,2963.181619
4048,43909,50977,17219.89512,0,551.7532705,1168.91465
4049,50273,50980,0,0,0,0
4050,7392,50981,246255.0303,0,129.2725837,4179.836366
4051,51098,50983,53109.28433,0,3166.218843,5565.130662
4052,49567,50986,0,0,0,1462.986285
4053,43793,50989,59907.65329,0,549.865843,2154.654407
4054,46695,50991,0,0,20.85747489,1298.55539
4055,25277,50995,9617.279885,0,1665.810094,2373.363141
4056,41839,51001,140849.1753,0,540.544126,2555.061794
4057,36923,51004,217267.614,3559.775194,1252.784483,4808.10878
4058,44148,51005,153685.139,0,220.9824708,3469.789078
4059,51461,51009,0,0,0,0
4060,14873,51014,2141.024967,0,0,0
4061,43232,51015,27610.59697,0,0,71.47597717
4062,43314,51018,275690.668,0,1183.971482,4721.470588
4063,50529,51022,281015.5861,0,295.8424481,4312.016028
4064,36518,51023,0,0,0,0
4065,43358,51027,142097.6977,1319.78111,6550.928172,3845.531489
4066,47670,51029,0,0,0,0
4067,50459,51030,252657.839,0,434.1845907,2851.315736
4068,43810,51038,189407.4555,0,0,2412.318931
4069,28144,51041,198376.069,0,1124.388294,3142.980047
4070,38573,51043,0,0,0,772.9863955
4071,43901,51047,220590.0876,0,616.5657324,3941.805653
4072,35353,51059,9451.059367,0,548.9278161,1945.382682
4073,33945,51062,263158.1805,18972.47994,372.0025177,3314.808687
4074,49957,51066,146438.8925,0,80.43205294,2280.848115
4075,48286,51067,175702.5109,0,909.1685504,3161.994154
4076,40218,51069,0,0,0,0
4077,45923,51074,162673.6242,0,702.8697095,3101.518035
4078,42337,51075,152812.271,0,992.0649818,4524.020952
4079,40268,51077,66666.37168,0,0,0
4080,45807,51078,160276.4727,0,538.4234364,1725.244726
4081,32721,51084,282618.3637,0,242.7589123,4006.864599
4082,40225,51087,0,0,5520.323873,3841.993383
4083,44174,51089,156359.9097,0,106.7219074,3106.118702
4084,51632,51091,282618.3637,0,185.9233572,4242.054554
4085,51228,51093,25991.35183,0,5805.786099,4068.511138
4086,40925,51098,233881.1802,0,403.1003255,3464.445104
4087,44255,51103,0,0,0,0
4088,50803,51107,85013.43846,0,656.940759,2500.062243
4089,48589,51108,197310.1504,0,574.4974301,4494.581252
4090,45655,51109,0,0,0,245.4699967
4091,37149,51110,229127.6068,0,1222.174796,3630.402437
4092,47410,51112,0,0,0,589.649454
4093,44010,51113,69779.49956,0,63.60924265,2027.774999
4094,37553,51119,75028.18225,0,2529.316834,2921.589582
4095,50784,51120,0,0,0,187.3341414
4096,32879,51123,110980.9744,0,1860.332811,2328.282656
4097,47591,51128,29353.84209,0,802.4216005,2766.610385
4098,49879,51130,169759.5655,0,210.5587684,3356.073023
4099,1984,51131,261195.9528,0,597.514868,3175.366102
4100,325,51137,169897.1435,0,3211.90634,5501.363071
4101,43849,51138,0,0,0,631.5921057
4102,38196,51142,0,0,0,512.7024645
4103,50293,51152,216239.7648,0,991.6054497,3888.283486
4104,41440,51153,0,0,0,329.7205885
4105,45976,51158,0,0,0,312.6047789
4106,48704,51161,282618.3637,0,499.2264614,3207.20475
4107,48630,51163,12508.02491,0,31.88978248,271.1510184
4108,26349,51171,68735.48475,0,658.821373,1990.727843
4109,40381,51172,186785.9376,0,373.6756207,2809.691846
4110,43625,51174,240570.1899,0,206.662865,4099.862642
4111,38369,51176,244730.5402,0,52.50287088,2966.455411
4112,42563,51178,173291.3253,0,99.86715751,2075.550565
4113,46592,51184,144052.9994,0,13084.42909,6824.644362
4114,48006,51186,0,0,112.6836872,1515.029415
4115,51657,51197,0,0,118.8267525,1391.06247
4116,45819,51202,0,0,0,215.3551477
4117,47033,51203,125951.3155,0,2332.493479,2942.359318
4118,41046,51207,164011.2804,34962.68147,13060.65872,6277.57613
4119,46194,51209,282618.3637,0,225.2640222,3950.227866
4120,38438,51213,0,0,0,0
4121,50551,51222,68771.22325,3200.405461,4052.738908,5067.597369
4122,45543,51224,164300.502,5695.980136,747.4097229,3289.588457
4123,48278,51226,172186.3788,0,1451.871113,2841.330049
4124,44263,51228,160881.537,0,59.2797734,3165.187535
4125,48852,51230,151358.7137,0,479.3894892,1922.370175
4126,42844,51233,177209.53,0,2064.023903,4669.314842
4127,45026,51240,0,0,1098.999305,1556.375539
4128,48583,51253,189275.9292,0,317.7152806,3777.675713
4129,30798,51255,208110.0047,74094.67496,46.0647861,3650.504317
4130,48929,51256,51006.35983,0,2891.287207,3146.307527
4131,33867,51260,210071.3891,0,503.6912974,2929.110364
4132,49803,51263,155211.8006,0,90.63068306,2117.58313
4133,47036,51267,0,0,65.95476971,914.5520046
4134,35560,51269,277395.4667,0,308.2495621,3801.8708
4135,51069,51270,145056.5322,34125.17964,12245.69758,6400.51528
4136,33311,51271,110388.7909,0,978.598178,3547.986698
4137,29279,51272,32866.46294,0,1570.095144,3033.065934
4138,41481,51277,157990.1779,34125.17964,14297.61102,6367.975946
4139,30687,51282,253468.715,0,880.8678696,3333.227723
4140,40124,51283,0,0,28.95667689,1128.388581
4141,48002,51286,0,0,0,698.9232317
4142,42497,51288,117957.738,0,312.9110852,2055.982924
4143,20212,51289,236557.2492,0,56.53112669,3936.996393
4144,45397,51295,0,0,0,178.1829704
4145,34876,51298,23903.43885,0,1362.287308,3378.434911
4146,43517,51307,266200.0849,0,52.46454152,3082.379635
4147,42788,51311,136373.407,0,233.8980755,1344.537125
4148,49319,51321,3113.864019,0,948.0950657,783.2750305
4149,44923,51332,202028.7304,0,1738.505063,3611.563874
4150,12801,51333,0,0,55.71425578,439.0157137
4151,43973,51345,139446.7458,0,1077.17989,4826.648295
4152,49481,51347,45936.95024,0,508.8127334,1686.451579
4153,45241,51349,173727.985,0,965.2427182,3022.095498
4154,48447,51352,112447.2564,0,316.0911876,4744.020309
4155,50471,51355,236009.6951,0,315.8905938,3090.378748
4156,43335,51358,202714.8563,0,90.17934297,3858.016599
4157,51620,51359,0,0,0,575.839345
4158,43220,51360,170857.6423,0,1740.308182,3602.198593
4159,43754,51375,282207.9969,0,569.6501787,4079.852514
4160,47915,51381,192005.7424,0,292.9117346,2126.834053
4161,47745,51385,0,0,659.2563777,359.1799846
4162,47223,51386,249959.6205,0,160.3141388,3505.636697
4163,50177,51387,261118.4124,0,152.8570885,3248.375508
4164,41087,51400,163416.5282,0,819.5093759,2423.181021
4165,29851,51403,52597.28093,0,7530.227887,3975.684614
4166,45706,51409,0,0,0,1305.343615
4167,44889,51411,0,0,0,0
4168,45157,51412,77844.51152,0,7158.152254,4683.944992
4169,44403,51414,0,0,0,0
4170,41077,51419,239199.4012,0,1710.318325,4851.014478
4171,4301,51422,0,0,144.1870695,1081.15804
4172,44162,51427,245712.0456,0,582.386219,3049.814801
4173,42884,51433,51779.30884,0,1359.438326,3972.789988
4174,47588,51442,256443.4209,0,100.3183207,3316.595476
4175,44555,51443,121912.647,0,548.2201083,3563.039873
4176,10790,51445,0,0,5126.902429,3767.068991
4177,45616,51446,88912.88778,0,1455.991233,2551.622685
4178,47016,51456,195043.7653,0,1599.2081,3788.43651
4179,44310,51458,0,0,0,737.3847761
4180,30500,51460,146332.6893,0,0,605.4366414
4181,43243,51461,253951.7361,0,362.7846938,4194.382767
4182,40523,51468,0,0,71.44631899,979.6532552
4183,43297,51472,239053.2367,0,556.294981,3609.126707
4184,51541,51474,111075.1126,0,2817.323319,3478.497409
4185,48550,51477,0,0,26.05900869,666.8600894
4186,37861,51479,166275.2258,0,4668.723018,5700.737825
4187,47557,51482,0,0,81.16297087,1021.776289
4188,41726,51484,263012.2409,0,572.5731134,3003.790575
4189,47310,51493,0,0,0,269.0737763
4190,43001,51495,0,0,0,1824.460895
4191,49278,51497,77702.77382,0,738.0615489,2705.782302
4192,26680,51509,0,0,26.95508946,1032.627548
4193,44319,51515,0,0,0,0
4194,49780,51523,69460.78691,0,594.2745994,2974.332894
4195,30459,51524,281433.74,0,421.158454,4109.943964
4196,51760,51530,0,0,0,6.427726273
4197,50350,51533,69324.81847,0,0,981.0003614
4198,41006,51534,0,0,0,748.2992226
4199,28646,51535,0,0,3.083436925,732.3725378
4200,41285,51537,53340.74363,0,849.021458,2260.318484
4201,47014,51538,0,0,0,603.3193175
4202,41638,51541,208753.0681,0,0,2311.442054
4203,42293,51544,282108.1571,0,481.1228477,4000.190287
4204,36713,51551,0,0,0,726.8973879
4205,45703,51552,86721.16931,0,2316.778522,4753.627229
4206,49999,51555,0,0,296.2424154,805.1773653
4207,51831,51559,252748.031,0,667.0073374,3494.062298
4208,31745,51566,192450.1819,0,347.0757217,2319.599321
4209,25313,51571,253064.2991,0,23.97126107,3731.236942
4210,41492,51572,210201.0317,0,889.2251407,3081.499005
4211,42622,51574,202183.264,0,749.2288434,4443.753418
4212,37396,51581,202802.6419,0,811.0925379,4514.896964
4213,48606,51583,81396.70943,0,170.9989605,2729.064529
4214,29392,51588,273386.984,0,0,588.9338586
4215,41912,51589,231615.2241,0,1056.876685,4168.720015
4216,48709,51602,235228.5572,0,212.9414903,2231.016492
4217,48184,51607,265827.8011,719.2550875,95.00423015,3783.153207
4218,51152,51610,82472.52935,0,5333.609057,2904.673083
4219,15684,51620,0,0,0,0
4220,42812,51625,186044.7272,0,0,1533.282406
4221,44392,51626,0,0,30.32609856,1289.468468
4222,48337,51632,196583.1458,0,51.93052481,3244.001389
4223,51680,51633,0,0,4753.929737,1939.359926
4224,49530,51639,267439.852,0,188.02458,3395.260736
4225,44859,51641,276132.3813,0,78.29373093,3357.09346
4226,37638,51644,282618.3637,0,216.8658957,3541.709403
4227,48249,51647,0,0,0,606.745562
4228,49890,51651,0,0,1542.705211,2116.465141
4229,37670,51653,242424.2646,0,102.0615647,2465.541466
4230,44902,51654,104252.0239,0,590.8875536,3499.329414
4231,32386,51657,1134.037925,0,106.8399748,958.7703766
4232,46025,51670,152163.0631,0,197.5990154,3977.412522
4233,38734,51674,95871.82418,0,686.571641,2559.863152
4234,42391,51675,0,0,0,0
4235,36390,51679,197304.3054,0,0,509.6946528
4236,36197,51680,281315.3822,0,1041.085233,4338.142459
4237,51742,51682,249660.3084,0,783.2944628,3881.95175
4238,50078,51684,3741.781431,0,0,16.14689348
4239,45426,51685,177930.9329,0,508.5560198,4412.397162
4240,47732,51687,282618.3637,0,67.85005457,2811.590173
4241,42898,51688,0,0,0,0
4242,25461,51699,151181.0352,0,749.4228893,2779.238756
4243,49286,51701,122073.2775,0,1106.801578,3681.65064
4244,19894,51702,0,0,0,254.9461962
4245,44553,51706,109741.4487,0,661.4453495,2986.656511
4246,48115,51717,178890.5845,0,1343.674736,5503.0697
4247,50721,51727,281523.6818,0,0,3943.938834
4248,47015,51731,269336.4205,0,368.8613057,3639.576965
4249,44655,51740,157789.0842,2319.19147,435.3285681,3591.043535
4250,49287,51742,111834.295,0,3460.98157,3174.410351
4251,51030,51744,177049.2329,0,150.2947541,3507.98999
4252,44369,51746,171743.0536,0,139.8316943,3333.565984
4253,34880,51749,246032.0814,0,89.56963742,3170.868877
4254,42703,51760,183728.3237,0,3471.759274,3211.431235
4255,51282,51766,89348.18025,0,961.7462596,2988.934022
4256,46819,51767,0,0,0,1278.402892
4257,3902,51769,99731.97533,0,414.9368253,1085.799304
4258,24547,51773,68633.04733,0,84.3731234,830.2605433
4259,42885,51774,268945.9731,0,605.489312,3858.340737
4260,6392,51778,0,0,15.01315372,1068.355986
4261,41593,51779,19960.18198,0,1245.871181,3196.090546
4262,44036,51780,282468.0396,0,535.4608769,3889.850268
4263,34311,51789,107729.5694,0,1594.164506,2272.715051
4264,48395,51790,0,0,0,0
4265,50542,51792,120888.2445,0,317.8977555,3831.883971
4266,49003,51797,191098.5511,0,808.6801262,4769.494961
4267,49240,51798,20433.25466,0,0,0
4268,42688,51801,197760.9268,0,777.27378,4690.659983
4269,38716,51805,0,0,0,0
4270,50664,51819,0,0,1.463927545,318.4766834
4271,49487,51824,257512.5235,21394.0647,83.85600361,3925.318631
4272,50476,51827,177895.1819,0,2654.476893,6022.899133
4273,18454,51828,0,0,0.903556366,229.0398324
4274,27967,51831,217542.9938,0,2173.764528,3831.182867
4275,30585,51833,0,0,715.8920857,1576.552814
4276,12741,51834,278492.0926,0,87.53040247,3133.890074
4277,42434,51841,280487.2671,0,35.64743086,1062.655865
4278,37273,51843,246935.9725,0,454.4423732,2717.988052
4279,49135,60,232225.5365,0,206.1648716,4927.204479
4280,45603,143,211147.6697,0,183.10714,2592.143386
4281,2747,277,94013.58286,0,1141.650276,4053.596184
4282,45013,293,221624.3666,0,4656.77857,5589.779245
4283,39828,411,193597.441,69309.3537,1964.776595,3376.040664
4284,45536,454,167339.247,0,1527.837154,4227.582011
4285,50996,463,5632.728805,0,959.0562299,2125.244092
4286,46826,493,206539.0686,0,229.0845419,3212.552899
4287,34514,546,278994.0139,0,50.8553221,3409.91223
4288,20880,715,257637.7175,0,155.7155593,4346.097022
4289,25047,803,270691.6212,0,2380.605296,4843.521227
4290,44746,850,0,0,0,0
4291,50347,889,133358.0595,0,0,1553.173815
4292,49672,916,0,0,0,242.2316351
4293,51199,1128,197169.4226,0,6321.876238,5523.825627
4294,30746,1358,233780.5943,0,892.3834493,4418.17683
4295,38748,1503,116443.1495,42972.1457,64.98223964,2024.458976
4296,50594,1522,273566.4914,0,433.2302733,4555.334749
4297,47644,1574,169212.9326,0,2026.300939,3256.491639
4298,37988,1626,190737.0355,0,0,2585.336973
4299,39600,1670,280001.0202,0,684.782276,3451.953641
4300,48120,1811,166725.1483,0,297.9047141,2896.097621
4301,40756,1819,141948.2006,0,0,3089.718202
4302,47038,1856,227830.8964,0,5605.131496,7505.143001
4303,48241,1865,208887.2606,0,874.149051,4495.883499
4304,49745,2169,0,0,0,0
4305,49392,2282,37662.37496,0,822.4165677,2217.938271
4306,38451,2292,111512.0389,0,7041.952846,4216.312055
4307,37263,2301,178006.9296,0,3575.04843,5154.546326
4308,33296,2329,200853.3153,25183.53455,692.7584087,4530.019617
4309,47664,2377,73203.69754,0,377.6312691,2595.883941
4310,17789,2401,253454.9134,0,2536.828796,5241.689217
4311,31794,2411,247486.7427,0,343.7126804,3702.367178
4312,50020,2414,162013.2391,68444.56536,273.5775521,3904.936343
4313,48742,2551,112751.1557,0,350.2570127,3196.818464
4314,43452,2556,174692.8135,0,1519.119343,4191.078136
4315,10065,2718,96167.93619,0,776.6198994,2340.96963
4316,32247,2747,88795.52403,16951.79977,6180.012258,3122.938682
4317,26935,2771,205226.4501,0,9997.137802,4496.684991
4318,44711,2851,0,0,0,0
4319,44625,2858,0,0,93.96602088,1119.523991
4320,40155,3036,2711.102041,0,0,104.4031883
4321,37662,3047,47023.40417,0,9.348853993,1494.094163
4322,49301,3103,150630.0408,0,228.2599993,3515.954772
4323,31241,3136,207915.2739,0,611.0465247,3730.503665
4324,42774,3279,69810.14175,0,5700.621733,6556.348251
4325,46878,3534,7883.1824,0,9.176192464,409.8869549
4326,37337,3539,63531.43183,29759.56865,7840.574532,3912.311089
4327,51316,3673,158482.9732,0,5292.546567,4289.937247
4328,38449,3682,139152.0175,0,3406.977286,5401.449505
4329,50230,3758,159047.7561,0,251.5658617,3582.807579
4330,27572,3770,100030.4188,0,425.090929,2377.367229
4331,43992,3776,152662.4342,0,0,2740.598315
4332,33553,3838,28603.53574,60311.54536,10600.53682,6170.786535
4333,48528,3870,61210.45405,1099.173199,1098.539222,2441.503915
4334,49518,3883,255575.6462,0,1230.736563,4596.714161
4335,9876,3951,8397.299733,0,0,239.706454
4336,21878,3955,208209.7821,0,536.4988728,3512.037889
4337,40661,4073,180659.9499,41301.26572,861.878854,4414.958576
4338,41303,4118,251762.9457,0,1740.307427,3463.53531
4339,22130,4193,115714.6583,45373.51912,539.4510361,2782.213681
4340,23062,4261,249167.606,0,258.8954784,3939.948403
4341,44834,4682,268215.0616,0,536.5767557,5179.380251
4342,38295,4694,146169.8246,0,609.1812148,3187.072202
4343,46739,4725,207506.4807,1987.593897,13649.43957,6524.653039
4344,31440,4826,215798.6524,0,163.4396523,3819.000103
4345,46395,4973,179443.1194,0,22.21268068,2953.410068
4346,37239,5123,92209.06603,0,19311.76237,7905.232083
4347,31320,5272,252747.9693,0,81.58398998,3724.167753
4348,47162,5304,270586.8221,0,288.8349282,4279.60813
4349,48213,5347,76263.60374,0,668.2482685,2315.571021
4350,2169,5354,151484.9578,0,283.3665769,4082.292046
4351,34114,5435,233155.7353,0,159.4957939,4082.648463
4352,33098,5752,225608.3923,0,222.8412258,4475.002117
4353,7029,5915,161812.8344,12364.14344,676.5125503,3460.393313
4354,46345,6052,172796.7859,0,132.3351117,3173.936429
4355,48795,6196,226447.4798,0,96.76422312,4042.732047
4356,45101,6233,148574.151,0,587.4274676,2470.821189
4357,42950,6376,82718.00833,1946.951971,2988.011051,5962.99617
4358,45181,6393,169533.5013,96208.76993,187.9051836,4038.39599
4359,44362,6412,84419.55679,0,1701.813236,3354.816219
4360,49513,6620,182051.5793,0,250.6811586,3425.357076
4361,39472,6671,265156.1348,0,3023.269571,5955.082762
4362,41219,6707,177571.5393,0,226.7868004,1914.72354
4363,46770,6775,24861.55089,0,4192.81411,3950.420309
4364,39265,6872,201472.9146,0,181.9993334,4090.068323
4365,50392,6934,229841.4821,0,1196.774724,4043.780193
4366,45421,6951,205603.8166,0,998.0836844,5077.793788
4367,44765,6970,166558.9991,0,5360.470346,6312.782282
4368,12947,7029,0,0,0,0
4369,45924,7038,269672.5804,0,29.75601441,3609.458988
4370,40489,7058,0,0,0,0
4371,43036,7063,14024.31992,0,7.072650201,805.1372863
4372,36571,7110,112092.1467,11369.20724,4427.274087,5650.613504
4373,43691,7172,139946.5866,0,6993.047549,4606.135664
4374,45170,7386,210716.7462,0,4250.628002,5519.75449
4375,40827,7401,215810.5231,0,442.4271308,4046.130639
4376,51643,7566,238840.9316,0,199.5668504,5524.627981
4377,49951,7697,0,0,0,5.259430051
4378,49862,7736,231544.9136,0,131.8679475,4220.382108
4379,50087,7755,0,0,0,0
4380,49116,7768,259834.2203,0,460.7474875,4130.41151
4381,41480,7829,260375.6362,0,204.1743647,3924.217023
4382,43883,7913,282618.3637,0,247.5743246,3759.221478
4383,51140,8117,112008.9469,67518.32104,1374.289718,4361.65624
4384,47688,8222,22808.87996,0,2.230428951,599.6667296
4385,45585,8225,171050.932,11083.12649,774.8003891,3298.072577
4386,43257,8339,0,0,0,152.7549994
4387,47358,8476,0,0,17.59613061,828.558613
4388,40777,8504,17902.32925,0,6083.574681,4158.773011
4389,46919,8517,17347.26927,0,1.398195276,421.8799165
4390,39255,8577,240204.8533,0,1719.636624,3860.348506
4391,32705,8839,134026.4896,42725.08468,1872.746139,4262.699411
4392,43007,8847,179765.7334,0,100.2493214,2413.930039
4393,44387,8973,224569.5044,0,985.7381054,3670.228747
4394,40953,9097,22882.40184,0,145.7168511,2047.148456
4395,46550,9128,109354.7218,0,0,1826.675889
4396,8577,9135,0,0,0,501.6933551
4397,46615,9159,226706.0257,0,164.3101607,3508.635506
4398,36591,9382,215995.2399,0,1490.170762,4598.933041
4399,36753,9449,75693.00922,0,5263.340323,2917.285368
4400,44753,9453,75290.66139,0,86.18379064,1084.670678
4401,43338,9544,228111.5504,0,7659.013105,6666.628852
4402,46094,9606,188095.8106,0,181.7129709,2428.162558
4403,39513,9608,179288.2753,86914.00853,1177.652594,3936.965836
4404,47120,9740,152088.5105,0,596.2896025,3814.519198
4405,47769,9876,0,0,14.76561689,602.5315465
4406,48141,9893,237472.5563,0,4160.420389,5721.968323
4407,47406,9940,281150.1825,0,79.96131182,3424.47811
4408,27043,10048,116302.8474,46604.22002,12793.05527,7533.598633
4409,46288,10065,224882.3286,0,288.181627,4981.378424
4410,51747,10086,145674.9415,29206.06754,19320.09088,6994.745104
4411,42257,10172,110521.3963,0,83.26806444,2251.653362
4412,47350,10283,272669.9823,0,198.2020876,4062.321053
4413,43596,10369,234825.8214,0,1033.0066,3789.190151
4414,30327,10401,148660.1366,0,2523.148526,3699.165971
4415,41332,10490,256775.5463,0,332.0594531,4041.901219
4416,43119,10534,14592.18835,0,1.52969777,425.3282663
4417,40402,10603,186673.6909,0,153.9197427,3452.255438
4418,42417,10690,16596.67321,0,223.330331,1293.26918
4419,22124,10696,72884.05884,0,8906.938594,3606.461774
4420,34038,10755,166254.1645,473.069333,1525.558358,3846.544067
4421,46767,10837,106334.1101,0,1444.332734,3967.217908
4422,27842,10927,29711.05,196553.6273,982.3025627,1998.108054
4423,27317,10974,242469.6034,0,386.7126086,4620.651279
4424,41147,11062,18652.88877,0,21908.5827,4951.192614
4425,39673,11193,261483.4083,0,475.5163586,4859.708003
4426,9449,11206,0,0,0,0
4427,41088,11281,113891.1336,34405.73359,6058.762839,4230.816506
4428,51546,11302,629.4198205,0,0,0
4429,41582,11351,115798.0114,1368.104426,5500.201529,4461.832125
4430,51000,11359,204011.2741,0,363.7239994,3593.993839
4431,38574,11454,232134.6699,0,910.8548253,4350.501937
4432,46255,11520,16158.27778,1788.622184,19450.23655,5994.588683
4433,48903,11950,174105.5711,0,234.5958151,3623.05412
4434,48204,12056,0,0,0,0
4435,50963,12200,71474.12482,0,32.65712416,2110.974338
4436,44888,12209,243284.872,0,70.87521368,4255.605065
4437,12420,12251,38847.4434,18.07351433,1414.080154,2977.502906
4438,33375,12269,195391.3265,0,2128.950697,3549.394303
4439,46613,12420,269709.0945,0,1091.784236,3484.423801
4440,45966,12488,69402.5864,0,586.4326858,2564.968691
4441,22923,12664,62596.14602,0,0,974.0468993
4442,49993,12735,165168.8806,0,299.6214309,3256.921973
4443,45894,12779,30048.82641,0,303.6862007,1797.117961
4444,51418,12909,113626.2642,0,716.8873045,2591.204682
4445,40720,12947,84294.48635,0,0,903.4907187
4446,50417,12951,49741.73433,0,14841.21939,2568.826121
4447,27895,13459,280912.7965,0,199.1448084,4387.33559
4448,40236,13509,190656.8656,268.2442163,5073.480469,4566.031144
4449,43496,13534,260860.3922,0,25.07980926,3369.282297
4450,35735,13921,201793.1392,59533.1888,3333.862591,4865.579542
4451,50918,13939,258815.9724,0,1140.653592,4776.664206
4452,42415,14260,18911.6834,0,1.786939623,467.1183311
4453,38310,14319,101179.0572,0,277.2273644,2121.66432
4454,41235,14676,157724.3527,2947.961932,3790.880166,3883.364873
4455,48916,14807,147209.4533,0,19741.21533,5177.270568
4456,50528,14888,256873.6574,0,642.2754165,3610.727157
4457,50788,14950,240403.21,0,1206.119478,4508.525862
4458,41714,14971,46208.78218,0,1.668086146,792.464465
4459,43025,15138,250539.9685,0,983.3796851,4778.333072
4460,40531,15357,217000.6847,0,251.6057113,3229.575536
4461,51652,15406,141812.5466,42596.51308,5976.99479,3370.909974
4462,39114,15411,132009.0007,0,296.8494775,3104.347129
4463,47861,15481,30459.62237,0,3.816817196,954.1555811
4464,22143,15540,86980.23854,0,3843.073628,3833.521967
4465,35948,15568,0,0,2768.030171,2045.577961
4466,31604,15590,98414.82001,0,2871.01577,2410.236424
4467,51435,15656,23836.00987,19437.50174,14202.84729,5247.311096
4468,40116,15916,128403.1942,0,992.5319822,3278.18171
4469,44374,16111,572.8958923,0,116.385143,1505.805038
4470,28043,16234,143280.1156,0,3741.538119,3664.381736
4471,51251,16356,126938.6723,0,29.2762297,1959.559056
4472,36606,16384,129388.1081,83659.63799,10978.91361,6723.464004
4473,46719,16654,78415.48204,0,423.8914134,1997.137985
4474,38125,16741,267549.1742,0,568.5754064,4352.676051
4475,26762,17019,205149.012,0,1343.76396,3617.450425
4476,48523,17170,125927.2721,0,0,1157.33153
4477,48413,17296,225337.689,0,0,3105.995091
4478,50660,17489,0,0,0,0
4479,44042,17611,266280.8659,0,314.3506638,4586.946685
4480,44351,17636,154905.9098,0,1506.315032,4008.259496
4481,42879,17640,108362.9946,30223.64519,10139.91794,5193.905146
4482,43433,17647,70715.74812,0,7095.090062,3501.31965
4483,44981,17743,154002.8094,0,10799.91378,6088.486615
4484,50463,17789,97160.99538,106159.59,2188.044978,4029.973587
4485,51215,17836,49208.40006,0,72.41272452,1495.7571
4486,37600,17871,234475.127,0,11732.72318,6568.638915
4487,51012,17895,0,0,0,0
4488,34217,17934,184810.3467,0,80.65977251,2627.425232
4489,39077,18100,171111.5983,0,0,2671.149041
4490,39700,18113,226461.9048,0,439.7388402,4084.45398
4491,41877,18190,185322.8018,29428.93657,229.8859728,1976.718947
4492,43501,18291,183873.4246,0,2154.829759,3317.972272
4493,2718,18358,241042.7025,0,10403.10006,6116.205261
4494,35633,18398,220031.5049,0,241.4973522,2607.772918
4495,37703,18546,119593.5081,0,294.2995889,2331.670667
4496,42862,18708,164795.6585,0,239.5327278,3390.223065
4497,12251,18714,100822.6113,0,26.6239264,1424.036486
4498,47980,18752,6036.822093,0,1106.215618,1926.106425
4499,45374,18795,232852.595,0,4495.536031,3232.806563
4500,50575,18868,21616.86761,0,9.495251557,918.6193505
4501,46623,18884,80206.18376,0,246.7637979,1148.043396
4502,45212,18952,257323.7119,0,131.6027852,4059.400454
4503,48041,19527,221990.2382,35630.73756,481.5036388,3028.768112
4504,34190,19550,223829.9652,0,369.4026798,4896.742018
4505,41462,19685,280591.7238,0,61.27801988,3462.4903
4506,41732,19878,91961.11967,6588.131045,2493.398031,2828.239913
4507,19550,19914,235187.2086,0,276.7415046,3511.748519
4508,36627,19929,177626.6109,0,306.9507154,3097.533817
4509,51770,20048,52383.80696,0,2959.333681,4387.932636
4510,50771,20198,58440.56393,0,8268.922992,3304.844618
4511,31008,20210,169742.9929,0,768.9196231,3192.349815
4512,45773,20245,210035.8854,0,1346.796871,3685.804033
4513,50334,20264,178377.2648,36263.6224,209.5175749,4019.894332
4514,37989,20385,21317.94513,0,2.075941365,562.9550643
4515,50345,20427,264128.3577,0,0,4129.318923
4516,37192,20433,20750.88132,0,2.063809691,559.934989
4517,47994,20450,153000.1293,0,296.7004481,3908.106594
4518,49728,20568,177867.1874,0,1315.69123,4435.272643
4519,47799,20576,180868.7,0,9847.583218,5351.975288
4520,33911,20650,192183.1746,0,230.5323453,2839.27359
4521,8476,20703,193904.8958,0,1296.882568,5236.115022
4522,46009,20735,32886.80646,104091.756,8497.709673,5405.048755
4523,49208,20787,193629.0655,10793.56568,219.8593883,4220.650009
4524,48150,20800,80515.35652,0,5834.978214,4339.686166
4525,49677,20803,148687.9517,26740.05879,1933.186526,3977.804598
4526,34423,20880,236184.0436,0,2940.718823,4763.148528
4527,39704,20894,113615.8986,0,776.1804135,1862.97199
4528,41519,20901,228900.9977,39084.6409,1691.671151,4005.662637
4529,50568,21019,187571.3731,0,1788.918947,5053.120398
4530,40238,21072,226394.2247,29577.68342,1928.855252,4683.186465
4531,51031,21089,258772.2113,0,886.9983244,3989.741633
4532,48076,21195,133863.2597,67518.32104,617.6187673,3775.664824
4533,42691,21350,70978.19251,0,0,1359.627643
4534,43759,21366,277221.7266,0,190.6029208,4060.823982
4535,51672,21513,31760.25519,0,328.0035729,2542.585523
4536,51366,21522,259169.6222,0,138.7646489,4925.639318
4537,34995,21526,252859.2226,0,1331.596378,3884.516753
4538,39902,21543,281026.9031,0,62.11142131,3714.94279
4539,43339,21656,127992.4851,0,917.4947415,3610.375235
4540,44313,21772,77672.99674,0,0,1751.81554
